['scowl', 'chink', 'furst', 'bimbo', 'pudgy'],19
['prink', 'limbs', 'gypsy', 'dixit', 'hi-fi'],17
['nwill', 'shiny', 'ibid.', 'croft', 'jumps'],19
['downy', 'fight', 'cluck', 'cubby', 'prism'],19
['in(p)', 'dphil', "bvd's", 'croft', 'quoit'],19
['in(p)', 'rowdy', "bvd's", 'wight', 'logic'],19
['forty', 'chink', "bvd's", 'bryon', 'grump'],19
['toxin', 'vogul', 'zoril', 'whomp', 'dusky'],19
['so(p)', 'crowd', 'lynch', 'sixth', 'buffo'],19
['up(p)', 'firth', 'myoid', 'vobis', 'logic'],19
['gumbo', 'dilly', 'frown', 'quito', 'chips'],19
['phlox', 'blitz', 'dicto', 'smoky', 'grift'],18
['skuld', 'nobly', 'on(p)', 'width', 'corgi'],19
['winch', 'bumps', 'ovoid', 'grosz', 'fusty'],19
['phlox', 'crowd', 'swink', 'zombi', 'zloty'],18
['up(p)', 'blitz', 'drums', 'swing', 'fifth'],18
['goody', 'klutz', 'on(p)', 'cumin', 'hi-fi'],19
['in(p)', 'ditch', 'froth', 'smoky', 'would'],19
['vixit', 'jumbo', 'funky', 'wight', 'skirl'],19
['cocky', 'fowls', 'minds', 'croup', 'bight'],19
['bills', 'thick', 'flunk', 'whomp', 'grody'],19
['so(p)', 'sighd', 'mucky', 'lunch', 'grift'],19
['prink', 'fowls', 'vomit', 'sixth', 'dizzy'],18
['drown', 'bumps', 'lynch', 'quick', 'night'],19
['prim\x03', 'scold', 'showy', 'bovid', 'gr/to'],18
['nwill', 'first', "bvd's", 'quick', 'moldy'],19
['miwok', 'njord', 'psych', 'doily', 'fugit'],19
['hunks', 'cupid', 'buxom', 'glory', 'quirt'],19
['bifid', 'curvy', 'flunk', 'dight', 'skimp'],18
['xviii', 'sight', 'dowdy', 'plunk', 'jorum'],19
['hunks', 'crowd', 'quint', 'mugil', 'privy'],19
['flown', 'hoity', "bvd's", 'spick', 'wrist'],18
['godly', 'turki', 'on(p)', 'sibyl', 'hi-fi'],19
['so(p)', 'witch', 'bunko', 'mormo', 'pudgy'],19
['in(p)', 'luxor', 'choky', 'stuff', 'bigot'],19
['so(p)', 'fully', 'kudzu', 'nymph', 'bronx'],18
['prim\x03', 'locks', 'frown', 'thing', 'booty'],18
['holds', 'pygmy', 'crown', 'bovid', 'stook'],18
['ubykh', 'crowd', 'wilig', 'stomp', 'fjord'],19
['glitz', 'chomp', 'funky', 'doily', 'strix'],19
['doing', 'jumbo', 'choky', 'fling', 'strip'],19
['chump', 'blown', 'wolof', 'dight', 'vosky'],19
['whims', 'virgo', 'funky', 'optic', 'limbo'],19
['in(p)', 'lords', 'buxom', 'croft', 'rocky'],19
['bifid', 'locks', 'sworn', 'nymph', 'quoit'],19
['vixit', 'pygmy', 'knish', 'bowls', 'lurid'],19
['in(p)', 'crowd', 'milky', 'vobis', 'strix'],19
['kimbo', 'njord', 'picus', 'wight', 'flint'],19
['rummy', 'blown', "bvd's", 'gorki', 'chips'],19
['turvy', 'sting', 'oxbow', 'whomp', 'flick'],20
['in(p)', 'prick', "bvd's", 'clump', 'whirr'],18
['busch', 'vying', 'dumpy', 'toxic', 'flick'],19
['fitly', 'plump', "bvd's", 'grosz', 'whoop'],19
['mould', 'vogul', 'stuck', 'jiffy', 'bronx'],19
['wring', 'fully', "bvd's", 'sixth', 'pitys'],18
['in(p)', 'climb', 'roric', 'thing', 'vosky'],18
['filly', 'thick', 'dumps', 'grosz', 'robin'],19
['vultu', 'pigmy', 'bunko', 'conch', 'sword'],19
['chump', 'firth', 'bonds', 'jiffy', 'growl'],19
['cloth', 'plonk', 'oxbow', 'simon', 'grody'],18
['nicht', 'bumps', 'knurl', 'grosz', 'fjord'],19
['flock', 'blitz', 'mussy', 'whomp', 'grody'],19
['up(p)', 'vwith', 'curly', 'kinds', 'middy'],18
['midst', 'chock', "bvd's", 'plunk', 'grimy'],19
['downy', 'vwith', 'smock', 'quill', 'grump'],19
['goods', 'jingo', 'showy', 'blimp', 'frock'],18
['so(p)', 'cornu', 'purim', 'dight', 'blowy'],19
['winch', 'pigmy', "bvd's", 'quick', 'strip'],19
['kurux', 'gifts', 'divvy', 'mucin', 'blows'],19
['cocky', 'front', 'ibid.', 'tough', 'jumps'],19
['potos', 'vying', 'oxbow', 'filch', 'mucid'],19
['lygus', 'vwith', 'frond', 'dutch', 'skimp'],19
['up(p)', 'front', 'ibid.', 'crush', 'vosky'],19
['cloth', 'kiddy', 'on(p)', 'zombi', 'gismo'],18
['so(p)', 'woody', 'trump', 'bligh', 'slick'],19
['chunk', 'vigil', 'imply', 'fidus', 'ritzy'],18
['chump', 'nobly', "bvd's", 'furto', 'gismo'],19
['rooms', 'bijou', 'on(p)', 'width', 'cooky'],19
['ducks', 'moory', 'on(p)', 'nihil', 'grift'],19
['in(p)', 'firth', 'bryum', 'grind', 'skulk'],18
['grids', 'fowls', 'bothy', 'quick', 'privy'],19
['flock', 'pigmy', 'blood', 'turns', 'shown'],19
['whims', 'locks', 'dumpy', 'orbit', 'no-go'],19
['winch', 'virtu', 'gobio', 'drily', 'skimp'],19
['so(p)', 'grown', 'filmy', 'nobis', 'couth'],19
['vixit', 'pigmy', 'scurf', 'might', 'blink'],18
['godly', 'strop', 'mucus', 'brink', 'hi-fi'],19
['vixit', 'quits', 'bryum', 'punch', 'growl'],19
['drift', 'sliky', 'junco', 'whomp', 'livor'],19
['flown', 'juicy', 'roost', 'bovid', 'skimp'],19
['so(p)', 'burnt', 'sigil', 'chuff', 'dusky'],19
['mumbo', 'witch', 'flunk', 'proxy', 'civis'],19
['thump', 'quiff', "bvd's", 'crows', 'guppy'],19
['ought', 'finds', 'jiqui', 'blimp', 'crony'],19
['ligno', 'dowry', 'zilch', 'think', 'jumps'],19
['in(p)', 'limit', "bvd's", 'croft', 'nylon'],18
['phlox', 'juicy', "bvd's", 'gorki', 'primo'],19
['boric', 'ology', 'on(p)', 'dixit', 'minsk'],18
['so(p)', 'squid', 'lynch', 'stump', 'fjord'],19
['so(p)', 'njord', 'humor', 'bowls', 'foggy'],18
['in(p)', 'hubby', 'cluck', 'width', 'grips'],18
['moody', 'chink', 'visum', 'blimp', 'gr/to'],19
['mumps', 'klutz', 'bryum', 'fichu', 'dying'],18
['in(p)', 'climb', 'sworn', 'sooth', 'grody'],18
['child', 'gruff', 'jinks', 'bitis', 'privy'],18
['rummy', 'blitz', 'jinks', 'whomp', 'pudgy'],19
['forms', 'mimic', 'on(p)', 'dight', 'blows'],18
['vigor', 'wimpy', 'shift', 'clock', 'bronx'],19
['moody', 'firth', 'oxbow', 'plunk', 'cross'],19
['up(p)', 'jumbo', 'stuck', 'sound', 'growl'],18
['in(p)', 'blitz', 'worms', 'wight', 'fusty'],19
['prim\x03', 'fight', "bvd's", 'prowl', 'finch'],19
['ghyll', 'crumb', 'kudzu', 'sixth', 'infix'],18
['scowl', 'crumb', 'fuzzy', 'thing', 'jumps'],19
['turvy', 'zooid', 'swink', 'clump', 'foggy'],19
['xviii', 'blitz', 'pongo', 'husky', 'frock'],19
['prim\x03', 'gifts', 'jutty', 'brink', 'gulch'],18
['cocky', 'vwith', 'dingo', 'orbit', 'jumps'],19
['so(p)', 'dimly', 'flunk', 'throb', 'oxlip'],19
['flock', 'lymph', 'quint', 'sibyl', 'wrong'],19
['bliss', 'frump', "bvd's", 'conch', 'gusty'],19
['so(p)', 'nguni', "bvd's", 'lunch', 'crypt'],19
['knoll', 'virgo', 'misty', 'punch', 'fjord'],19
['chunk', 'ology', "bvd's", 'grosz', 'pommy'],18
['sulky', 'doric', 'burgh', 'whomp', 'unfit'],19
['in(p)', 'kiddy', 'botch', 'cumin', 'growl'],19
['dicky', 'mopus', 'on(p)', 'bovid', 'grift'],19
['build', 'lymph', 'wings', 'cooks', 'gr/to'],19
['so(p)', 'forti', 'crown', 'smoky', 'bight'],18
['chump', 'grown', 'divvy', 'bitty', 'flick'],19
['in(p)', 'buggy', "bvd's", 'croft', 'skunk'],19
['vixit', 'dphil', 'jinks', 'punch', 'grimy'],18
['whisk', 'souci', 'funds', 'lumpy', 'gr/to'],19
['crimp', 'birds', 'swink', 'fling', 'zloty'],18
['flock', 'birth', 'minim', 'grosz', 'pudgy'],19
['in(p)', 'vwith', 'brunt', 'dixit', 'gluck'],18
['floss', 'pygmy', 'ibid.', 'conch', 'strix'],18
['chump', 'blitz', 'swink', 'druid', 'dying'],18
['twirl', 'pygmy', 'on(p)', 'vocis', 'bough'],19
['ducks', 'fowls', 'on(p)', 'bruit', 'zloty'],19
['drift', 'grown', 'botch', 'pilon', 'vosky'],18
['so(p)', 'block', 'trump', 'hulky', 'infix'],19
['vixit', 'bumps', 'zilch', 'swirl', 'dying'],19
['in(p)', 'khudd', 'cigit', 'jimmy', 'risqu'],18
['churl', 'fowls', 'on(p)', 'murky', 'tight'],19
['hound', 'flush', "bvd's", 'toxic', 'grump'],19
['in(p)', 'virgo', 'shift', 'modus', 'rocky'],19
['up(p)', 'blown', 'musty', 'hight', 'chord'],19
['forms', 'rough', 'on(p)', 'lucky', 'squib'],19
['scowl', 'nguni', 'dumpy', 'sixth', 'krubi'],19
['chunk', 'sotto', "bvd's", 'proxy', 'flick'],19
['in(p)', 'crisp', 'fuzzy', 'prowl', 'bight'],19
['fungi', 'choix', "bvd's", 'croup', 'blowy'],19
['godly', 'twins', 'jiqui', 'virum', 'finch'],19
['godly', 'jumbo', 'on(p)', 'stuff', 'vosky'],18
['glitz', 'nobly', 'gourd', 'chuff', 'skimp'],19
['wring', 'njord', 'myrrh', 'spick', 'bolti'],18
['in(p)', 'dolor', "bvd's", 'gorki', 'month'],18
['in(p)', 'blush', 'zilch', 'murky', 'sword'],19
['in(p)', 'chink', 'filmy', 'grosz', 'fjord'],19
['prim\x03', 'ology', "bvd's", 'sulks', 'tunic'],19
['crimp', 'locks', "bvd's", 'width', 'boggy'],18
['bulky', 'filth', 'kudzu', 'covin', 'grips'],19
['in(p)', 'bosky', 'wilig', 'tumid', 'pooch'],19
['buxus', 'rowdy', 'kyoto', 'clump', 'hi-fi'],19
['frith', 'vying', 'spoor', 'quick', 'blodd'],19
['windy', 'lymph', 'brick', 'istos', 'frigg'],18
['sport', 'birch', 'milky', 'glint', 'fjord'],18
['plomb', 'vying', 'stuck', 'world', 'muzzy'],19
['phlox', 'turki', "bvd's", 'munch', 'syrus'],19
['so(p)', 'hilly', 'combo', 'grosz', 'infix'],18
['phlox', 'fowls', 'divvy', 'crump', 'no-go'],19
['flown', 'horsy', 'cluck', 'dight', 'jumps'],19
['in(p)', 'grown', 'froth', 'bosom', 'sloyd'],18
['fitly', 'prick', "bvd's", 'clown', 'digit'],18
['quilt', 'jumbo', 'choky', 'fling', 'wrist'],19
['so(p)', 'woods', 'musty', 'filch', 'vizor'],19
['kurux', 'silty', 'junco', 'width', 'grump'],19
['up(p)', 'jumbo', 'dishy', 'grunt', 'crook'],19
['frith', 'nobly', 'wound', 'quick', 'grump'],19
['so(p)', 'vwith', 'filmy', 'ricin', 'crook'],18
['drown', 'rocks', "bvd's", 'pyxis', 'mogul'],19
['cloth', 'jingo', 'on(p)', 'fidus', 'privy'],19
['popin', 'firth', "bvd's", 'lucri', 'muzzy'],19
['putid', 'sighd', 'buxom', 'clown', 'rocky'],19
['filly', 'crowd', 'swink', 'blimp', 'night'],18
['ducks', 'vrouw', 'fuzzy', 'thing', 'blunt'],19
['trick', 'blown', "bvd's", 'toddy', 'humph'],19
['bifid', 'chomp', 'sylph', 'grunt', 'knows'],19
['in(p)', 'klutz', 'wings', 'murky', 'scrod'],19
['glitz', 'juicy', "bvd's", 'drunk', 'plumb'],19
['willy', 'immix', "bvd's", 'icing', 'tromp'],18
['phlox', 'fight', "bvd's", 'smoky', 'bitch'],18
['shoji', 'pinch', 'oxbow', 'smoky', 'flirt'],18
['folks', 'zooid', 'mccoy', 'quoth', 'bronx'],19
['drown', 'slump', 'buxom', 'dight', 'rocky'],19
['so(p)', 'gifts', 'mucky', 'hyoid', 'wrong'],19
['trick', 'wimpy', 'bonos', 'dixit', 'hi-fi'],18
['prink', 'scold', "bvd's", 'worry', 'bight'],18
['billy', 'truck', 'bonds', 'whomp', 'gr/to'],19
['up(p)', 'tooth', 'ignis', 'lucky', 'fjord'],19
['words', 'pigmy', 'flunk', 'vocis', 'blunt'],19
['briny', 'witch', 'imply', 'kinds', 'foggy'],18
['groom', 'yo-yo', 'on(p)', 'width', 'vosky'],18
['child', 'pigmy', 'flunk', 'bryon', 'sitzt'],19
['moody', 'twixt', "bvd's", 'slink', 'grips'],18
['chirp', 'woody', 'visum', 'dixit', 'blink'],19
['frith', 'zooid', 'on(p)', 'joist', 'blowy'],18
['fungi', 'vwith', 'scrim', 'kinds', 'pylon'],19
['dinky', 'crowd', 'loups', 'might', 'bluff'],19
['dummy', 'frost', "bvd's", 'swing', 'chuck'],19
['prim\x03', 'forti', 'downs', 'bligh', 'dusky'],19
['so(p)', 'quiff', 'muggy', 'lunch', 'divot'],19
['ducks', 'twixt', 'bunko', 'lumpy', 'frigg'],19
['minor', 'lymph', "bvd's", 'quoth', 'chuck'],19
['groom', 'silty', "bvd's", 'brisk', 'finch'],18
['in(p)', 'jumbo', 'turfy', 'conch', 'blows'],19
['bossy', 'color', 'on(p)', 'dight', 'vizor'],18
['prim\x03', 'jingo', "bvd's", 'whirl', 'whiff'],18
['motif', 'pilus', "bvd's", 'lunch', 'works'],19
['in(p)', 'blitz', 'fomor', 'lucky', 'no-go'],19
['chump', 'buggy', 'smith', 'plunk', 'fjord'],19
['thumb', 'blitz', 'frown', 'proxy', 'slick'],19
['in(p)', 'klutz', 'slung', 'croft', 'middy'],19
['up(p)', 'twixt', 'knish', 'virum', 'icily'],18
['chump', 'rigid', "bvd's", 'kitty', 'zloty'],19
['chirp', 'gifts', "bvd's", 'sibyl', 'minsk'],18
['forty', 'klutz', "bvd's", 'thing', 'smush'],19
['plush', 'twixt', "bvd's", 'roomy', 'unfit'],19
['gully', 'vwith', 'codon', 'zombi', 'syrup'],19
['moody', 'bijou', 'flunk', 'chops', 'grift'],19
['child', 'bongo', 'frisk', 'nymph', 'zloty'],18
['in(p)', 'blitz', 'turfy', 'widow', 'smush'],19
['wryly', 'indic', 'on(p)', 'thing', 'squib'],19
['trick', 'vying', 'worms', 'fichu', 'lipid'],19
['light', 'scrub', 'on(p)', 'smoky', 'fusil'],19
['softy', 'dingy', 'chick', 'blimp', 'privy'],18
['dummy', 'bogus', 'on(p)', 'clich', 'quirt'],19
['up(p)', 'gloss', 'downs', 'might', 'rocky'],19
['vixit', 'blitz', 'prong', 'jimmy', 'disco'],18
['fitly', 'mucor', 'on(p)', 'bligh', 'knows'],20
['pudor', 'vwith', 'mucky', 'fling', 'shirt'],19
['in(p)', 'dowry', 'zilch', 'throb', 'ficus'],19
['swift', 'prick', 'ibid.', 'nymph', 'muzzy'],18
['phlox', 'gifts', "bvd's", 'ruddy', 'minsk'],20
['filly', 'scout', "bvd's", 'nymph', 'wrist'],19
['drink', 'witch', 'imply', 'bitis', 'fugit'],18
['lygus', 'choix', "bvd's", 'whomp', 'flick'],19
['kurux', 'swoon', 'jutty', 'zombi', 'gulph'],19
['in(p)', 'dimly', 'brick', 'forum', 'sotho'],19
['miwok', 'birds', 'on(p)', 'dooly', 'gulch'],19
['churl', 'quiff', "bvd's", 'pluto', 'knows'],19
['phlox', 'vrouw', "bvd's", 'swing', 'cooky'],19
['prim\x03', 'flour', 'shuck', 'thing', 'blowy'],19
['ditty', 'bosky', 'on(p)', 'whirl', 'grift'],18
['motif', 'scrip', 'jutty', 'bligh', 'winks'],19
['in(p)', 'choir', "bvd's", 'width', 'jumps'],19
['up(p)', 'found', 'wilig', 'storm', 'cooky'],19
['glitz', 'flush', 'wound', 'nymph', 'rocky'],19
['whisk', 'jingo', 'fifty', 'clump', 'krubi'],19
['lurch', 'pinot', "bvd's", 'swill', 'grimy'],19
['xviii', 'dowry', 'likin', 'chops', 'grift'],18
['in(p)', 'virtu', 'kudzu', 'bosom', 'withy'],19
['stour', 'chock', "bvd's", 'prowl', 'dying'],19
['wordy', 'knout', 'scuff', 'bligh', 'jumps'],20
['wordy', 'klutz', 'pubic', 'swing', 'smush'],19
['strow', 'niffy', "bvd's", 'quick', 'limbo'],19
['crimp', 'using', 'shift', 'bovid', 'zloty'],19
['butch', 'dolor', 'on(p)', 'jimmy', 'stook'],19
['scion', 'plonk', "bvd's", 'quito', 'grimy'],19
['winds', 'vigil', 'filmy', 'throb', 'cooky'],18
['turvy', 'immix', 'downs', 'filch', 'gr/to'],19
['in(p)', 'witch', 'timid', 'soggy', 'livor'],18
['words', 'block', 'pongo', 'mouth', 'muzzy'],18
['in(p)', 'vwith', 'buxom', 'lucky', 'units'],19
['occur', 'sighd', 'funky', 'blimp', 'gr/to'],19
['whisk', 'blitz', 'on(p)', 'stuff', 'micro'],19
['ought', 'moods', 'bonos', 'proxy', 'flick'],19
['prim\x03', 'hoist', 'cliff', 'kinds', 'boozy'],18
['kurux', 'fully', 'dumpy', 'incus', 'bight'],18
['focis', 'birth', "bvd's", 'plunk', 'jumps'],19
['ducks', 'vying', 'spitz', 'throb', 'infix'],19
['so(p)', 'birch', 'drony', 'mugil', 'futon'],19
['in(p)', 'stink', 'oxbow', 'cumin', 'fjord'],19
['vouch', 'rowdy', 'foist', 'blimp', 'skink'],19
['fitly', 'prick', 'buxom', 'dight', 'vizor'],19
['scorn', 'blind', 'on(p)', 'jimmy', 'worth'],18
['vultu', 'squid', 'bothy', 'crump', 'no-go'],19
['in(p)', 'scold', 'rugby', 'width', 'fugit'],19
['prim\x03', 'tizzy', 'frond', 'visor', 'gluck'],19
['duchy', 'vwith', 'on(p)', 'slink', 'foggy'],19
['mumps', 'dowry', "bvd's", 'lunch', 'tight'],19
['butyl', 'njord', 'on(p)', 'covin', 'shown'],19
['folks', 'chomp', 'oxbow', 'grind', 'flirt'],18
['so(p)', 'corno', 'dumpy', 'foils', 'bight'],19
['in(p)', 'frill', 'visum', 'dutch', 'dusky'],18
['gumbo', 'rocks', 'jiqui', 'dixit', 'pylon'],19
['gumbo', 'curvy', "bvd's", 'sixth', 'pliny'],19
['crimp', 'jingo', 'ibid.', 'sixth', 'privy'],18
['broth', 'spicy', "bvd's", 'mugil', 'bronx'],19
['flown', 'bosky', 'pitch', 'modus', 'risqu'],19
['up(p)', 'blitz', "bvd's", 'coyly', 'infix'],19
['in(p)', 'sixty', 'buxom', 'brisk', 'gulch'],19
['busch', 'pygmy', 'joint', 'swirl', 'divot'],19
['up(p)', 'pigmy', 'botch', 'hulks', 'wrong'],19
['flown', 'pithy', 'ibid.', 'modus', 'vizor'],19
['phlox', 'fight', "bvd's", 'strum', 'finch'],19
['khoum', 'front', "bvd's", 'vocis', 'pliny'],19
['so(p)', 'goosh', 'tinct', 'smoky', 'fjord'],18
['busch', 'quiff', 'on(p)', 'visor', 'moldy'],19
['up(p)', 'spicy', 'thong', 'blimp', 'fjord'],20
['in(p)', 'buggy', 'minds', 'clown', 'frock'],19
['dicky', 'firth', "bvd's", 'world', 'bring'],18
['skuld', 'bumpy', 'on(p)', 'court', 'withy'],19
['forth', 'vigil', 'oxbow', 'drunk', 'syrup'],19
['xviii', 'blitz', 'funky', 'chops', 'no-go'],19
['in(p)', 'choix', 'gourd', 'smirk', 'zloty'],20
['drift', 'spiky', 'ohmic', 'blini', 'vizor'],18
['bulky', 'hooch', 'wings', 'frizz', 'jumps'],19
['vinyl', 'chock', 'buxom', 'grind', 'spots'],19
['quilt', 'frump', "bvd's", 'chops', 'stogy'],19
['brook', 'pigmy', "bvd's", 'clock', 'hi-fi'],18
['doing', 'vwith', 'shirk', 'crump', 'blowy'],19
['so(p)', 'climb', 'jinks', 'hurry', 'hi-fi'],19
['wring', 'lymph', "bvd's", 'cubby', 'bigot'],19
['shrug', 'bumpy', 'swink', 'fichu', 'divot'],19
['books', 'found', 'civil', 'whomp', 'crypt'],19
['up(p)', 'fumid', 'zilch', 'knurr', 'blowy'],19
['prim\x03', 'filth', 'jinks', 'widow', 'crony'],18
['drown', 'thick', "bvd's", 'quipu', 'flout'],19
['up(p)', 'witch', 'mufti', 'glory', 'blink'],19
['glyph', 'mucor', "bvd's", 'zombi', 'withy'],19
['miwok', 'chomp', "bvd's", 'hurry', 'glout'],19
['prim\x03', 'limit', "bvd's", 'filch', 'nylon'],18
['dicky', 'mysis', "bvd's", 'fling', 'whirr'],17
['thumb', 'blitz', 'pyrus', 'swing', 'flick'],18
['brows', 'pigmy', 'horst', 'lucky', 'fjord'],19
['puris', 'lymph', "bvd's", 'filch', 'night'],18
['prim\x03', 'block', 'frond', 'sixth', 'gismo'],18
['blurt', 'sixty', 'dumpy', 'fichu', 'wrong'],19
['whisk', 'mopus', "bvd's", 'glint', 'ficus'],19
['in(p)', 'choix', 'livid', 'smirk', 'stogy'],19
['kimbo', 'humid', 'visum', 'fling', 'crypt'],19
['wring', 'trull', "bvd's", 'pyxis', 'fjord'],19
['wring', 'blush', "bvd's", 'kitty', 'fjord'],19
['winds', 'blitz', 'mucus', 'gorki', 'hi-fi'],19
['light', 'vrouw', 'fuzzy', 'clump', 'kobus'],19
['whorl', 'prick', 'minds', 'fling', 'ritzy'],18
['in(p)', 'thick', 'zoril', 'bilgy', 'minos'],18
['vinyl', 'bumpy', 'stuck', 'wight', 'frock'],19
['porch', 'tongu', "bvd's", 'ixion', 'zloty'],19
['ninth', 'pinch', "bvd's", 'murky', 'foggy'],19
['porgy', 'klutz', 'scrim', 'third', 'infix'],19
['prim\x03', 'blind', 'wings', 'toxic', 'withy'],18
['mushy', 'wimpy', 'stuck', 'bilgy', 'fjord'],19
['midst', 'hitch', 'jinks', 'bilgy', 'vizor'],18
['dicky', 'blown', "bvd's", 'dropp', 'grift'],18
['in(p)', 'fight', 'brick', 'doily', 'scobs'],18
['milch', 'plonk', 'divvy', 'grosz', 'strix'],18
['whorl', 'njord', 'spitz', 'molly', 'flick'],18
['stood', 'birch', 'on(p)', 'lucky', 'musgu'],19
['godly', 'choix', 'on(p)', 'murky', 'sotho'],19
['frith', 'sixty', 'kudzu', 'clump', 'kings'],18
['prim\x03', 'voulu', "bvd's", 'wight', 'muzzy'],19
['compt', 'flood', "bvd's", 'chino', 'grody'],18
['porch', 'blitz', "bvd's", 'husky', 'wrong'],20
['in(p)', 'immix', 'junco', 'whigs', 'ritzy'],19
['winch', 'rigid', 'on(p)', 'molly', 'kobus'],19
['whisk', 'dphil', 'rugby', 'mucin', 'sitzt'],18
['prim\x03', 'vying', 'kudzu', 'whish', 'foots'],19
['crick', 'fight', "bvd's", 'jimmy', 'bonus'],19
['butyl', 'vying', 'smock', 'prowl', 'hi-fi'],20
['glitz', 'clink', 'bryum', 'width', 'spots'],19
['lying', 'chock', "bvd's", 'mormo', 'split'],18
['bulky', 'dictu', 'on(p)', 'mugil', 'hurst'],19
['thump', 'vogul', 'on(p)', 'crows', 'rocky'],18
['groom', 'blown', 'choky', 'dipus', 'fjord'],19
['focis', 'sully', "bvd's", 'nymph', 'wrist'],19
['in(p)', 'bosky', 'flunk', 'toxic', 'sword'],19
['glitz', 'found', 'ibid.', 'nymph', 'slick'],19
['flown', 'visit', 'combo', 'proxy', 'kings'],18
['phlox', 'crowd', "bvd's", 'grunt', 'gusty'],18
['plomb', 'stock', 'froid', 'whigs', 'novus'],19
['quilt', 'pigmy', 'flunk', 'brush', 'disco'],19
['in(p)', 'worst', 'shuck', 'fling', 'dying'],19
['up(p)', 'fowls', 'misty', 'covin', 'grody'],19
['scowl', 'pubis', 'knock', 'might', 'fjord'],19
['vinyl', 'fiord', 'mucky', 'tough', 'jumps'],19
['folks', 'crumb', "bvd's", 'think', 'dizzy'],19
['so(p)', 'chomp', 'ibid.', 'fling', 'bronx'],18
['winds', 'slimy', 'pours', 'quick', 'bight'],19
['vigor', 'fumid', 'knurl', 'cubby', 'whist'],19
['holds', 'crumb', 'wolof', 'glint', 'privy'],19
['bulky', 'civic', 'spunk', 'sixth', 'fjord'],19
['so(p)', 'rowdy', 'choky', 'stump', 'no-go'],18
['pluck', 'flush', 'divvy', 'bimbo', 'gr/to'],19
['thumb', 'prick', 'jutty', 'stung', 'would'],19
['porch', 'frump', 'kudzu', 'bowls', 'ingot'],19
['chunk', 'choix', "bvd's", 'prowl', 'quirt'],19
